arxiv_id,page,URL,location,Lexicographical Complexity,Spatial Complexity,Representational Complexity,OADS
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevD.85.083509,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevD.86.083540,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevD.91.083514,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevD.92.083532,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevD.93.083517,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevLett.100.091303,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1103/PhysRevLett.73.215,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1111/j.1365-2966.2004.08017.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1111/j.1365-2966.2004.08416.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1111/j.1365-2966.2007.11872.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,17.0,http://dx.doi.org/10.1111/j.1365-2966.2007.12631.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1111/j.1365-2966.2009.14389.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.1111/j.1365-2966.2009.15313.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.22323/1.277.0037,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.3847/0067-0049/222/2/22,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,TPS
2102.11153,16.0,http://dx.doi.org/10.3847/1538-4357/aa63e7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,17.0,http://dx.doi.org/10.3847/1538-4357/aadba0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,http://dx.doi.org/10.5281/zenodo.3991818,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,TPD
2102.11153,16.0,http://adsabs.harvard.edu/abs/2003MNRAS.341..369D,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,17.0,http://www.skiesanduniverses.org/page/page-3/page-22/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,Hidden in annotation layers,TPD
2102.11153,16.0,http://www.scipy.org/,References,"URLs with trailing slashes, ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,TPS
2102.11153,18.0,http://intensitymapping.physics.ox.ac.uk/CRIME.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,Hidden in annotation layers,TPS
2102.11153,5.0,https://bitbucket.org/caw11/bifft/src/master/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,Hidden in annotation layers,APS
2102.11153,16.0,https://doi.org/10.5281/zenodo.3991818,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,TPD
2102.11153,5.0,https://pylians3.readthedocs.io/en/master/Bk.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,Hidden in annotation layers,TPS
2102.11153,16.0,https://ui.adsabs.harvard.edu/abs/1975ApJ...196....1P,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,https://ui.adsabs.harvard.edu/abs/1982ApJ...259..474F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1239B,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,16.0,https://ui.adsabs.harvard.edu/abs/2019arXiv190407155A,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11153,18.0,http://pla.esac.esa.int/pla,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,Hidden in annotation layers,TPD
2102.11975,8.0,http://arxiv.org/abs/https://academic.oup.com/mnras/article-pdf/477/4/5238/24865216/sty979.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://aip.scitation.org/doi/pdf/10.1063/1.2141897,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://aip.scitation.org/doi/pdf/10.1063/1.861619,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://doi.org/10.1063/1.2017942,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://doi.org/10.1063/1.3093477,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://doi.org/10.1063/1.3514586,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://arxiv.org/abs/https://doi.org/10.1063/1.5008278,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1002/andp.19113390503,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1017/S0022377899007515,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.2017942,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.2141897,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.3093477,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.3514586,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.5008278,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1063/1.861619,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/308038,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/379156,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/498445,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/521297,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/524764,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1086/590248,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0004-637x/693/2/l127,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0004-637X/695/2/L189,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0004-637x/771/1/54,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0004-637X/806/2/165,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0741-3335/54/12/125004,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/0954-3899/25/8/201,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1088/2041-8205/739/2/l42,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1093/mnras/sty979,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRev.75.1169,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevA.35.2718,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevE.100.013205,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevE.100.033209,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevE.100.033210,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevE.81.036402,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevLett.101.175001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevLett.123.035101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/PhysRevLett.2.83,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/10.1103/RevModPhys.76.1143,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2102.11975,8.0,http://dx.doi.org/https://doi.org/10.1016/j.jcp.2020.109622,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
2102.12289,6.0,http://arxiv.org/abs/1609.03499,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2102.12289,6.0,http://www.peterjbentley.com/heartchallenge/index.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,TPD
2102.12289,4.0,https://github.com/rist-ro/argo,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,Project
2201.04584,1.0,https://github.com/masadcv/ECONet-MONAILabel,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,Project
2201.04584,5.0,https://github.com/masadcv/PyTorchHaarFeatures,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,Project
2201.04584,10.0,https://github.com/Project-MONAI/MONAI,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,Project
2201.04584,5.0,https://github.com/Project-MONAI/MONAILabel,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
2201.09342,1.0,http://arxiv.org/abs/2201.09342v1,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",GenURL
2201.09342,,https://doi.org/10.1016/0550-3213(73)90350-7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1016/S0370-2693(01)00862-0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1063/1.5078524,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1088/0034-4885/58/5/001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1088/1126-6708/2009/06/089,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,GenURL
2201.09342,,https://doi.org/10.1088/1475-7516/2009/01/008,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1088/1751-8113/43/17/175401,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,GenURL
2201.09342,,https://doi.org/10.1088/1751-8113/43/35/354021,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1098/rspa.2009.0591,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1103/PhysRev.115.485,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1103/PhysRevD.100.085011,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1103/PhysRevD.64.043004,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1103/RevModPhys.82.109,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1142/S0217732398000437,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1142/S0217751X11054346,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1142/S0217751X13501613,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1142/S0217751X16500172,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.1142/S0217751X9400090X,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.15407/ujpe58.05.0424,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.09342,,https://doi.org/10.21468/SciPostPhysLectNotes.11,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2201.10084,,http://r0k.us/graphics/kodak,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,TPD
2201.10084,6.0,https://cv.snu.ac.kr/research/EDSR/models/edsr_baseline_x2-1bc95232.pt,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,APD
2201.10084,9.0,https://drive.google.com/file/d/1KDn0ok5Q6dJtAAIBBkiFbHl1ms9kVezz/view?usp=sharing,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in footnotes, split across lines",,TPD
2201.10084,9.0,https://drive.google.com/file/d/1oSsLjPPn6lqtzraFZLZGmwP_5KbPfTES/view?usp=sharing,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in footnotes, split across lines",,TPD
2201.10084,,JMLR.org,References,URLs without scheme,embedded in references,,GenURL
2201.10084,,JMLR.org,References,URLs without scheme,embedded in references,,GenURL
2201.10084,,JMLR.org,References,URLs without scheme,embedded in references,,GenURL
2201.10084,,JMLR.org,References,URLs without scheme,embedded in references,,GenURL
2202.03099,5.0,https://wandb.ai/home,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,TPS
2202.03099,11.0,https://ec.europa.eu/commission/sites/beta-political/files/data-protection-factsheet-changes_en.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,11.0,https://developer.apple.com/videos/play/wwdc2019/708,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,12.0,https://developer.nvidia.com/clara,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2202.03099,11.0,https://fedml.ai,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,TPS
2202.03099,11.0,https://medium.com/tensorflow/introducing-tensorflow-federated-a4147aa20041,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,11.0,https://newsroom.intel.com/news/intel-consilient-join-forces-fight-financial-fraud-ai/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,12.0,http://papers.neurips.cc/paper/9015-pytorch-an-imperative-style-high-performance-deep-learning-library.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,APS
2202.03099,4.0,https://github.com/burlachenkok/flpytorch,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
2202.03099,11.0,https://github.com/intel/openfl,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2202.03099,12.0,https://blogs.nvidia.com/blog/2020/10/05/federated-learning-covid-oxygen-needs/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,GenURL
2202.03099,12.0,https://owkin.com/federated-learning/federated-model/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,12.0,https://www.fedai.org/cases/utilization-of-fate-in-anti-money-laundering-through-multiple-banks/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,11.0,https://support.google.com/assistant/answer/10176224,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,12.0,https://www.melloddy.eu/y1announcement,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03099,16.0,https://fedml.ai/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",,Hidden in annotation layers,TPS
2202.03099,16.0,https://flower.dev/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",,Hidden in annotation layers,TPS
2202.03932,13.0,https://artificialintelligenceact.eu/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,GenURL
2202.03932,14.0,https://www.iais.fraunhofer.de/en/research/artificial-intelligence/ai-assessment-catalog.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03932,14.0,https://www.youtube.com/live/ODSJsviD_SU?feature=share&t=4464,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
2202.03932,13.0,https://youtu.be/uJWN0K26NxQ?t=1342,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
