,,,,,,,"annotation layer, embedded in images",
2101.09275,11,uri:{http://dx.doi.org/10.1016/j.physrep.2005.10.003},http://dx.doi.org/10.1016/j.physrep.2005.10.003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1016/j.asr.2007.05.064},http://dx.doi.org/10.1016/j.asr.2007.05.064,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1002/2015GL063370},http://dx.doi.org/10.1002/2015GL063370,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1002/2014GL061109},http://dx.doi.org/10.1002/2014GL061109,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,12,uri:{http://dx.doi.org/10.1103/PhysRevLett.83.2344},http://dx.doi.org/10.1103/PhysRevLett.83.2344,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1103/PhysRevLett.81.826},http://dx.doi.org/10.1103/PhysRevLett.81.826,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1103/PhysRevLett.121.135102},http://dx.doi.org/10.1103/PhysRevLett.121.135102,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1103/PhysRevLett.116.145101},http://dx.doi.org/10.1103/PhysRevLett.116.145101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1103/PhysRevLett.102.225004},http://dx.doi.org/10.1103/PhysRevLett.102.225004,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1088/0031-8949/30/1/015},http://dx.doi.org/10.1088/0031-8949/30/1/015,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1063/1.4976854},http://dx.doi.org/10.1063/1.4976854,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,12,uri:{http://dx.doi.org/10.1029/97JA00385},http://dx.doi.org/10.1029/97JA00385,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1029/2020JA028093},http://dx.doi.org/10.1029/2020JA028093,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,12,uri:{http://dx.doi.org/10.1029/2008JA013693},http://dx.doi.org/10.1029/2008JA013693,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,12,uri:{http://dx.doi.org/10.1029/2003JA010198},http://dx.doi.org/10.1029/2003JA010198,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1029/2001JA900180},http://dx.doi.org/10.1029/2001JA900180,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,12,uri:{http://dx.doi.org/10.1029/2001JA900056},http://dx.doi.org/10.1029/2001JA900056,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1029/2001GL013385},http://dx.doi.org/10.1029/2001GL013385,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1007/s00585-999-0307-y},http://dx.doi.org/10.1007/s00585-999-0307-y,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09275,11,uri:{http://dx.doi.org/10.1002/jgra.50102},http://dx.doi.org/10.1002/jgra.50102,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
2101.09275,11,uri:{https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2020JA028093},https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2020JA028093,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09275,12,uri:{https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2020JA028066},https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2020JA028066,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09275,12,uri:{https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018GL080757},https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018GL080757,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09275,11,uri:{http://arxiv.org/abs/arXiv:1011.1669v3},http://arxiv.org/abs/arXiv:1011.1669v3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09573,10,uri:{https://github.com/Macaulay2/Workshop-2020-Cleveland/blob/FastLinAlg/FastLinAlg/M2/RandomPoints.m2},https://github.com/Macaulay2/Workshop-2020-Cleveland/blob/FastLinAlg/FastLinAlg/M2/RandomPoints.m2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09573,10,uri:{https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages},https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09573,10,uri:{https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages},https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09573,10,uri:{https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages},https://github.com/Macaulay2/M2/tree/master/M2/Macaulay2/packages,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09573,10,uri:{http://www2.macaulay2.com/Macaulay2/doc/Macaulay2-1.16/share/doc/Macaulay2/Macaulay2Doc/html/_random__K__Rational__Point.html},http://www2.macaulay2.com/Macaulay2/doc/Macaulay2-1.16/share/doc/Macaulay2/Macaulay2Doc/html/_random__K__Rational__Point.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09573,10,uri:{http://www.math.uiuc.edu/Macaulay2/},http://www.math.uiuc.edu/Macaulay2/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
2101.09573,1,uri:{http://arxiv.org/abs/2101.09573v2},http://arxiv.org/abs/2101.09573v2,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
2101.09831,1,uri:{mailto:alexander.akins@jpl.nasa.gov},mailto:alexander.akins@jpl.nasa.gov,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
2101.09831,1,uri:{http://orcid.org/0000-0003-3962-8957},http://orcid.org/0000-0003-3962-8957,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2101.09831,1,uri:{http://orcid.org/0000-0003-0429-9487},http://orcid.org/0000-0003-0429-9487,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2101.09831,1,uri:{http://orcid.org/0000-0002-1386-1710},http://orcid.org/0000-0002-1386-1710,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2101.09831,1,uri:{http://orcid.org/0000-0001-8379-1909},http://orcid.org/0000-0001-8379-1909,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2101.09831,8,uri:{http://doi.org/10.5281/zenodo.4034416},http://doi.org/10.5281/zenodo.4034416,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1109/MCSE.2007.55},http://doi.org/10.1109/MCSE.2007.55,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1089/ast.2020.2244},http://doi.org/10.1089/ast.2020.2244,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1089/ast.2017.1783},http://doi.org/10.1089/ast.2017.1783,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1051/0004-6361/201833511},http://doi.org/10.1051/0004-6361/201833511,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1038/s41586-020-2649-2},http://doi.org/10.1038/s41586-020-2649-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1038/s41550-020-1174-4},http://doi.org/10.1038/s41550-020-1174-4,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1016/j.pss.2015.01.011},http://doi.org/10.1016/j.pss.2015.01.011,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1016/j.icarus.2017.05.001},http://doi.org/10.1016/j.icarus.2017.05.001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1016/j.icarus.2010.02.013},http://doi.org/10.1016/j.icarus.2010.02.013,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://doi.org/10.1007/s11214-017-0438-5},http://doi.org/10.1007/s11214-017-0438-5,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.09831,8,uri:{http://arxiv.org/abs/2011.08176},http://arxiv.org/abs/2011.08176,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09831,8,uri:{http://arxiv.org/abs/2010.15188},http://arxiv.org/abs/2010.15188,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09831,8,uri:{http://arxiv.org/abs/2010.09761},http://arxiv.org/abs/2010.09761,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09831,8,uri:{http://arxiv.org/abs/2010.07817},http://arxiv.org/abs/2010.07817,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.09831,8,uri:{http://arxiv.org/abs/2009.06499},http://arxiv.org/abs/2009.06499,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.10587,1,uri:{https://www.nlm.nih.gov/bsd/medline_cit_counts_yr_pub.html},https://www.nlm.nih.gov/bsd/medline_cit_counts_yr_pub.html,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
2101.10587,7,uri:{https://www.ncbi.nlm.nih.gov/research/coronavirus/},https://www.ncbi.nlm.nih.gov/research/coronavirus/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2101.10587,9,uri:{https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4908368/},https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4908368/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://www.clips.uantwerpen.be/conll2000/chunking/},https://www.clips.uantwerpen.be/conll2000/chunking/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,8,uri:{https://www.aclweb.org/anthology/D17-1284},https://www.aclweb.org/anthology/D17-1284,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://doi.org/10.3115/977035.977059},https://doi.org/10.3115/977035.977059,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.24432/C5G59C},https://doi.org/10.24432/C5G59C,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.18653/v1/W19-5034},https://doi.org/10.18653/v1/W19-5034,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://doi.org/10.18653/v1/P19-1335},https://doi.org/10.18653/v1/P19-1335,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.18653/v1/P18-1010},https://doi.org/10.18653/v1/P18-1010,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.18653/v1/N16-1030},https://doi.org/10.18653/v1/N16-1030,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines, split across pages",,
2101.10587,9,uri:{https://doi.org/10.18653/v1/D19-6219},https://doi.org/10.18653/v1/D19-6219,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.1109/BIBM.2015.7359761},https://doi.org/10.1109/BIBM.2015.7359761,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.1093/database/baw068},https://doi.org/10.1093/database/baw068,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://doi.org/10.1093/bioinformatics/btz682},https://doi.org/10.1093/bioinformatics/btz682,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://doi.org/10.1093/bioinformatics/btz142},https://doi.org/10.1093/bioinformatics/btz142,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://doi.org/10.1093/bioinformatics/btw343},https://doi.org/10.1093/bioinformatics/btw343,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{https://doi.org/10.1007/978-3-030-45442-5_29},https://doi.org/10.1007/978-3-030-45442-5_29,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://academic.oup.com/bioinformatics/article-pdf/36/4/1234/32527770/btz682.pdf},https://academic.oup.com/bioinformatics/article-pdf/36/4/1234/32527770/btz682.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{https://academic.oup.com/bioinformatics/article-pdf/35/19/3794/30061745/btz142.pdf},https://academic.oup.com/bioinformatics/article-pdf/35/19/3794/30061745/btz142.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,8,uri:{https://arxiv.org/abs/1808.07699},https://arxiv.org/abs/1808.07699,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,8,uri:{https://arxiv.org/abs/1808.07699},https://arxiv.org/abs/1808.07699,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.10587,8,uri:{https://arxiv.org/abs/1508.01991},https://arxiv.org/abs/1508.01991,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{http://www.akbc.ws/2017/papers/22_paper.pdf},http://www.akbc.ws/2017/papers/22_paper.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{http://www.akbc.ws/2017/papers/22_paper.pdf},http://www.akbc.ws/2017/papers/22_paper.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{http://www.aclweb.org/anthology/P/P14/P14-5010},http://www.aclweb.org/anthology/P/P14/P14-5010,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,8,uri:{http://www.aclweb.org/anthology/N16-1150},http://www.aclweb.org/anthology/N16-1150,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,9,uri:{http://proceedings.mlr.press/v85/sachan18a.html},http://proceedings.mlr.press/v85/sachan18a.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,9,uri:{http://papers.nips.cc/paper/7181-attention-is-all-you-need.pdf},http://papers.nips.cc/paper/7181-attention-is-all-you-need.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",,
2101.10587,7,uri:{http://bioasq.org},http://bioasq.org,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
2101.10587,9,uri:{http://arxiv.org/abs/1911.09787},http://arxiv.org/abs/1911.09787,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2101.10587,8,uri:{http://arxiv.org/abs/1508.01991},http://arxiv.org/abs/1508.01991,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2101.10587,8,uri:{http://arxiv.org/abs/1508.01991},http://arxiv.org/abs/1508.01991,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2101.10777,8,uri:{https://www.youtube.com/watch?v=Wgo_5xnvn8M},https://www.youtube.com/watch?v=Wgo_5xnvn8M,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2101.10777,13,uri:{https://github.com/Lyken17/pytorch-OpCounter},https://github.com/Lyken17/pytorch-OpCounter,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2101.10777,13,uri:{https://github.com/facebookresearch/detectron2},https://github.com/facebookresearch/detectron2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.02393,193,uri:{https://www.youtube.com/watch?v=MaRjP5H0vR4},https://www.youtube.com/watch?v=MaRjP5H0vR4,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2102.02393,240,uri:{https://worthwhile.typepad.com/worthwhile_canadian_initi/2009/01/why-theres-so-little-good-evidence-that-fiscal-or-monetary-policy-works.html},https://worthwhile.typepad.com/worthwhile_canadian_initi/2009/01/why-theres-so-little-good-evidence-that-fiscal-or-monetary-policy-works.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",,
2102.02393,227,uri:{https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf},https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.02393,167,uri:{https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf},https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.02393,12,uri:{https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf},https://wdi.centralesupelec.fr/users/valiron/qplmfps/papers/qs01t3.pdf,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2102.02393,12,uri:{https://github.com/rogercolbeck/LPAssumptions},https://github.com/rogercolbeck/LPAssumptions,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.02393,184,uri:{https://en.wikipedia.org/wiki/Hat_puzzle},https://en.wikipedia.org/wiki/Hat_puzzle,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2102.02393,64,uri:{https://en.wikipedia.org/wiki/Hat_puzzle},https://en.wikipedia.org/wiki/Hat_puzzle,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across lines,Hidden in annotation layers,
2102.02393,103,uri:{http://www-users.york.ac.uk/~rc973/LPAssumptions.html},http://www-users.york.ac.uk/~rc973/LPAssumptions.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with unicode characters, ""URLs with paths, query Strings, and fragments""",,,
2102.02393,234,uri:{http://www-oldurls.inf.ethz.ch/personal/fukudak/lect/pclect/notes2016/},http://www-oldurls.inf.ethz.ch/personal/fukudak/lect/pclect/notes2016/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes","embedded in references, split across lines",,
2102.04040,5,uri:{https://keithito.com/LJ-Speech-Dataset/},https://keithito.com/LJ-Speech-Dataset/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.04040,1,uri:{http://arxiv.org/abs/2102.04040v1},http://arxiv.org/abs/2102.04040v1,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
2102.04040,1,,https://speechresearch.github.io/lightspeech,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
2102.04040,3,,https://github.com/Kyubyong/g2p,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.07455,5,uri:{https://doi.org/10.1145/3423423.3423433},https://doi.org/10.1145/3423423.3423433,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.07455,5,uri:{https://doi.org/10.1145/3410992.3411014},https://doi.org/10.1145/3410992.3411014,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2102.07455,5,uri:{https://doi.org/10.1145/3410992.3411005},https://doi.org/10.1145/3410992.3411005,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
