,,,,,,"annotation layer, embedded in images",
1510.04483,15,http://dx.doi.org/10.1103/PhysRevLett.74.2632,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,15,https://cds.cern.ch/record/1974419,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,https://cds.cern.ch/record/1974419,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1510.04483,15,http://dx.doi.org/10.1088/1674-1137/38/9/090001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0412071,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.71.032001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0508029,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1088/0954-3899/34/12/001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/0168-9002(94)91312-9,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/physics/0507191,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2006.05.248,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1088/1748-0221/3/08/S08003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1088/1748-0221/3/08/S08004,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1101.2599,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.physrep.2011.03.005,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0510047,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2006.05.269,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1312.6873,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2014.05.044,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1406.0076,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1140/epjc/s10052-014-3190-y,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1112.6426,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1140/epjc/s10052-013-2304-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1107.4277,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1088/1748-0221/6/11/P11002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,https://cds.cern.ch/record/1454659,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,https://cds.cern.ch/record/1454659,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,16,http://arxiv.org/abs/hep-ex/0410041,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.71.052003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1002.4224,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2010.03.118,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://cds.cern.ch/record/1435194,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://cds.cern.ch/record/1435197,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,16,http://cds.cern.ch/record/1435197,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://cds.cern.ch/record/1664335,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://cds.cern.ch/record/1664335,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,16,http://arxiv.org/abs/1211.4462,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1088/1748-0221/8/04/P04013,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1312.5595,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2014.02.029,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/9808029,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.60.052001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0602008,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.73.112006,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1209.2393,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1140/epjc/s10052-012-2202-z,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1403.4427,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0011057,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/S0010-4655(00)00243-5,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0510048,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.73.032003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1003.1316,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1016/j.nima.2010.09.024,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/0803.2534,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1140/epjc/s10052-008-0585-7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/hep-ex/0510048,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.73.032003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1501.07912,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1103/PhysRevD.91.112003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,16,http://arxiv.org/abs/1203.5015,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,16,http://dx.doi.org/10.1140/epjc/s10052-012-2043-9,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across pages",Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1478672,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1478672,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/1307.5749,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1140/epjc/s10052-013-2676-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1600599,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1600599,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/1207.6758,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevLett.109.152003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1107.3026,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1405.1756,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevLett.113.032002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1410.6319,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1016/j.nima.2014.11.063,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1503.05427,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1140/epjc/s10052-015-3544-0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1209.2319,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1007/JHEP12(2012)105,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1509.04044,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1505.00500,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.92.032003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1508.03322,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1601811;https://cds.cern.ch/record/1603490,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,17,https://cds.cern.ch/record/1601811;https://cds.cern.ch/record/1603490,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://cds.cern.ch/record/1966416,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1966416,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/1409.4906,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.90.091101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1409.0832,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1140/epjc/s10052-015-3373-1,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1307.4617,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1140/epjc/s10052-014-2758-x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1305.3339,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.88.011101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1951323,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1951323,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/0910.0969,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.81.032002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/hep-ex/0501043,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.71.054029,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1563140,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1563140,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://cds.cern.ch/record/1599576,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/1599576,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/1304.5783,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1140/epjc/s10052-013-2494-7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/0810.5576,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1088/1126-6708/2009/03/143,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://arxiv.org/abs/1209.0772,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevD.88.057701,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/2053086,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,17,http://cds.cern.ch/record/2053086,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,17,http://arxiv.org/abs/1307.6511,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,17,http://dx.doi.org/10.1103/PhysRevLett.111.232002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1405.2395,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1016/j.physletb.2014.12.044,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1016/0168-9002(88)90018-6,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1016/S0168-9002(03)00329-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1402.4016,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1140/epjc/s10052-014-3004-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1407.2682,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://www-d0.fnal.gov/Run2Physics/WWW/results/prelim/TOP/T106/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,Hidden in annotation layers,
1510.04483,18,http://www-d0.fnal.gov/Run2Physics/WWW/results/prelim/TOP/T106/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1406.5375,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1140/epjc/s10052-014-3109-7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1101.0538,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/2048642,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/2048642,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1410.8849,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP04(2015)040,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1303.6415,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1140/epjc/s10052-013-2438-2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
